addr_street,bathrooms,bedrooms,lat,lng,parking_space,price,property_id,property_type,year,Shopping_center_id,Distance_to_sc,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Train_station_id,Distance_to_train_station,suburb,travel_min_to_CBD,Transfer_flag
48 Wattle Valley Road,1.0,3.0,-37.809889,145.206894,1.0,6504000.0,60036.0,house,2012.0,SC_032,1954,hospital_010,1126,S_040,1936,19901,1128,MITCHAM,42,0
85 Beatty Avenue,1.0,3.0,-37.698953,144.926358,2.0,5865000.0,17773.0,house,2010.0,SC_059,3837,hospital_184,5176,S_209,811,20032,1016,GLENROY,15,0
44 Dinsdale Road,1.0,4.0,-37.863739,145.260052,2.0,6565000.0,73719.0,house,2013.0,SC_049,5438,hospital_002,1165,S_024,2167,19869,2169,BORONIA,3,0
Unit 2/71 Albert Avenue,2.0,4.0,-37.855179,145.296484,2.0,5995000.0,74101.0,house,2010.0,SC_049,4487,hospital_049,1465,S_146,1193,19869,1214,BORONIA,3,0
7 Langford Drive,2.0,4.0,-37.589579,144.907571,2.0,7605000.0,27599.0,house,2011.0,SC_016,663,hospital_104,6897,S_178,2382,40221,3434,CRAIGIEBURN,0,1
14 Selina Avenue,2.0,3.0,-37.776944,145.325763,2.0,5880000.0,65772.0,house,2014.0,SC_084,2336,hospital_113,3049,S_168,2089,19877,1461,MOOROOLBARK,54,0
13 Burnett Avenue,2.0,4.0,-37.781726,144.849879,2.0,7350000.0,5494.0,house,2010.0,SC_102,1436,hospital_174,1591,S_080,1476,20021,1676,BRAYBROOK,25,0
1 Laburnum Street,2.0,3.0,-37.919253,145.004468,2.0,10080000.0,85896.0,house,2012.0,SC_046,3731,hospital_156,1407,S_009,883,19951,851,BRIGHTON,22,0
6 Myrtle Road,2.0,3.0,-37.823595,145.069907,2.0,13680000.0,57375.0,house,2009.0,SC_099,1047,hospital_064,2521,S_113,1160,19892,297,CANTERBURY,26,0
21 Menarra Street,1.0,3.0,-37.78143311,145.1062164,1.0,9552000.0,51041.0,house,2009.0,SC_091,1849,hospital_194,1199,S_046,1111,19896,4229,DONCASTER,33,0
5 Benambra Street,1.0,3.0,-37.679171,144.910286,2.0,5054000.0,18940.0,house,2016.0,SC_059,2448,hospital_104,3292,S_153,1008,20030,928,BROADMEADOWS,35,0
58 Kirwana Grove,2.0,3.0,-37.7256012,145.1351013,1.0,4880000.0,46161.0,house,2009.0,SC_009,5858,hospital_075,3438,S_194,2336,19986,1657,MONTMORENCY,40,0
40 Hocking Street,1.0,3.0,-37.8001709,144.8845825,0.0,3780000.0,999.0,house,2006.0,SC_043,2155,hospital_056,796,S_201,1182,20023,193,FOOTSCRAY,19,0
26-28 Walkers Road,2.0,3.0,-38.0770048,145.1284071,0.0,5418000.0,94174.0,house,2011.0,SC_070,4905,hospital_043,8031,S_077,2750,19858,575,CARRUM,53,0
5 Regent Street,1.0,3.0,-37.812643,144.888583,0.0,10080000.0,3632.0,house,2012.0,SC_043,3183,hospital_056,2182,S_201,1562,19996,376,YARRAVILLE,15,0
3 Nioka Court,2.0,3.0,-37.691411,145.092265,2.0,8470000.0,44852.0,house,2016.0,SC_062,4462,hospital_075,1941,S_210,1587,19985,1982,GREENSBOROUGH,37,0
3 Maserati Drive,2.0,4.0,-37.637029,145.032717,2.0,3080000.0,37236.0,house,2012.0,SC_062,4930,hospital_053,2160,S_196,2005,20005,1724,EPPING,42,0
402 Auburn Road,1.0,3.0,-37.83518982,145.0424805,2.0,5440000.0,54501.0,house,2008.0,SC_083,1747,hospital_127,1326,S_113,1579,19910,945,HAWTHORN,12,0
1331 Nepean Highway,1.0,2.0,-37.969076,145.061111,2.0,7040000.0,89991.0,house,2014.0,SC_003,2463,hospital_082,1030,S_023,1166,19866,635,CHELTENHAM,36,0
38 Old Kent Road,1.0,4.0,-37.7713722,145.3185714,3.0,6480000.0,66308.0,house,2012.0,SC_084,1527,hospital_113,3354,S_168,1371,19877,1584,MOOROOLBARK,54,0
29 Terry Street,2.0,5.0,-37.808955,145.069249,3.0,33410000.0,49340.0,house,2015.0,SC_099,1976,hospital_064,1842,S_137,1809,19892,1887,DEEPDENE,26,0
3 Link Street,2.0,4.0,-37.783474,145.111057,2.0,7700000.0,51213.0,house,2010.0,SC_091,1373,hospital_194,1186,S_046,1132,19896,4031,DONCASTER,33,0
99 Kooyongkoot Road,2.0,4.0,-37.836799,145.038134,2.0,6090000.0,54795.0,house,2016.0,SC_083,1831,hospital_127,1349,S_208,1888,19910,532,HAWTHORN,12,0
,,,,,,,,,,SC_001,0,hospital_001,0,S_001,0,15351,0,,50,0
354 Springfield Road,1.0,3.0,-37.811424,145.181215,2.0,7139000.0,58921.0,house,2014.0,SC_088,891,hospital_070,1121,S_202,1457,19899,1163,NUNAWADING,37,0
23a Murray St,1.0,3.0,-37.73881912,144.958725,1.0,5655000.0,22360.0,house,2008.0,SC_030,1040,hospital_084,1700,S_172,654,19965,564,COBURG,28,0
12 Doubell Blvd,2.0,4.0,-37.853246,144.719266,1.0,4680000.0,9277.0,house,2014.0,SC_053,1342,hospital_073,4397,S_007,2609,46468,3091,TRUGANINA,32,0
32 Highgate Grove,2.0,4.0,-37.866047,145.07671,2.0,15210000.0,69942.0,house,2011.0,SC_042,1808,hospital_098,760,S_112,1498,19847,362,ASHBURTON,0,1
8 Rope Walk,1.0,3.0,-37.758543,144.958588,1.0,7980000.0,21573.0,house,2011.0,SC_030,3003,hospital_011,440,S_074,1259,19967,352,BRUNSWICK,23,0
20 Orrong Road,1.0,4.0,-37.774848,145.325308,1.0,6123000.0,65987.0,house,2016.0,SC_084,2111,hospital_113,2963,S_168,1855,19877,1582,MOOROOLBARK,54,0
23 Bridge Street,3.0,5.0,-37.944345,145.003924,2.0,30380000.0,87528.0,house,2011.0,SC_046,3069,hospital_036,214,S_088,815,19948,668,HAMPTON,28,0
8 Pittosporum Grove,2.0,3.0,-37.989726,145.237251,2.0,3016000.0,82430.0,house,2015.0,SC_112,1968,hospital_119,1683,S_184,1839,19888,2415,DOVETON,53,0
2 Knox Street,3.0,4.0,-37.8195119,145.0659073,2.0,20160000.0,57131.0,house,2012.0,SC_099,876,hospital_064,1961,S_113,1245,19892,738,CANTERBURY,26,0
1/23 DICKINSON STREET,1.0,3.0,-37.711983,144.943557,1.0,4400000.0,16206.0,house,2014.0,SC_030,2345,hospital_184,4782,S_004,696,19962,1524,HADFIELD,33,0
28 Nepean Highway,1.0,3.0,-37.885978,144.998245,2.0,8370000.0,86463.0,house,2015.0,SC_015,2465,hospital_116,976,S_193,690,19954,270,BRIGHTON,16,0
26 Glenora Avenue,1.0,2.0,-37.74932,144.975155,0.0,9664000.0,22414.0,house,2011.0,SC_103,2595,hospital_144,850,S_173,1089,19965,1298,COBURG,28,0
15 Cummins Grove,2.0,3.0,-37.864303,145.035701,0.0,14280000.0,68822.0,house,2012.0,SC_023,1466,hospital_157,285,S_235,751,19944,603,MALVERN,19,0
12 Glenbarry Road,1.0,3.0,-37.847058,145.242735,2.0,9270000.0,71081.0,house,2012.0,SC_032,4010,hospital_179,1362,S_139,2171,19871,2091,WANTIRNA,0,1
3 Gilmour Rd,1.0,3.0,-37.933028,145.041171,1.0,8138000.0,95457.0,house,2008.0,SC_046,762,hospital_110,384,S_107,1504,19937,416,BENTLEIGH,38,0
Lot 11/216 Normanby Road,2.0,3.0,-37.9068597,145.1443376,2.0,6760000.0,77031.0,house,2013.0,SC_096,3367,hospital_065,2365,S_148,1548,19915,2882,NOTTING HILL,38,0
6 Phillip Avenue,2.0,3.0,-37.936586,145.173188,1.0,4565000.0,79259.0,house,2012.0,SC_073,3556,hospital_161,3513,S_067,1344,19913,2251,SPRINGVALE,43,0
170 Bay Road,2.0,3.0,-37.95365143,145.0178986,3.0,18700000.0,89265.0,house,2009.0,SC_079,2095,hospital_058,879,S_214,989,19948,1227,SANDRINGHAM,28,0
19/40 Stephen Street,1.0,2.0,-37.81196594,144.8950043,1.0,6460000.0,3007.0,house,2008.0,SC_043,3582,hospital_056,2235,S_201,1276,19997,334,YARRAVILLE,14,0
154 Brunswick Road,1.0,3.0,-37.777668,144.963061,0.0,13650000.0,20581.0,house,2016.0,SC_008,3850,hospital_024,1464,S_138,164,19969,484,BRUNSWICK,20,0
380 North Road,1.0,3.0,-37.90277,145.027824,0.0,9100000.0,95678.0,house,2011.0,SC_023,3239,hospital_126,780,S_151,2037,19941,1036,ORMOND,35,0
7 Rocklands Road,1.0,3.0,-37.86384583,145.1106262,2.0,7980000.0,70279.0,house,2009.0,SC_042,2253,hospital_089,1614,S_112,1510,19840,1093,ASHWOOD,27,0
28 Lawrence Street,1.0,3.0,-37.915731,145.000247,2.0,28200000.0,86458.0,house,2016.0,SC_046,4264,hospital_156,881,S_009,398,19951,353,BRIGHTON,22,0
80 Parsons Street,1.0,2.0,-37.790849,144.83736,0.0,4432000.0,7047.0,house,2014.0,SC_102,1005,hospital_174,1525,S_080,1092,20021,470,SUNSHINE,25,0
14 Kyneton Avenue,1.0,3.0,-37.718162,145.025511,0.0,5768000.0,33836.0,house,2014.0,SC_047,2308,hospital_025,1560,S_225,802,20010,1636,RESERVOIR,32,0
13 Selwyn Avenue,1.0,3.0,-37.596511,144.931393,2.0,2680000.0,25340.0,house,2015.0,SC_110,768,hospital_104,6108,S_178,361,40221,1206,CRAIGIEBURN,0,1
7 Redhill Court,2.0,3.0,-37.593685,144.920044,2.0,4420000.0,27635.0,house,2015.0,SC_016,555,hospital_104,6346,S_178,1231,40221,2243,CRAIGIEBURN,0,1
53 Hutton Street,1.0,4.0,-37.755817,144.996503,1.0,9440000.0,31323.0,house,2015.0,SC_103,1869,hospital_035,1272,S_105,820,20014,200,THORNBURY,23,0
8 Rowan Street,1.0,3.0,-37.698285,144.917568,2.0,4230000.0,17730.0,house,2015.0,SC_059,3083,hospital_184,5021,S_209,1028,20031,382,GLENROY,0,1
51 East Street,2.0,3.0,-37.710034,144.9502361,2.0,7714000.0,17385.0,house,2013.0,SC_030,2490,hospital_139,4293,S_004,1066,19962,1041,HADFIELD,33,0
85 Greenvale Drive,2.0,4.0,-37.642329,144.890205,2.0,7154000.0,23815.0,house,2014.0,SC_075,793,hospital_104,2821,S_211,783,44817,3782,GREENVALE,0,1
5 Erilyn Court,2.0,5.0,-37.832978,145.201876,1.0,9658000.0,60796.0,house,2015.0,SC_088,2480,hospital_010,2598,S_202,2471,19901,1837,VERMONT,42,0
38 St James Road,2.0,4.0,-37.747252,145.063386,2.0,10240000.0,42172.0,house,2016.0,SC_017,1049,hospital_066,901,S_100,1398,19936,543,HEIDELBERG,27,0
229 Pascoe Vale Road,1.0,3.0,-37.754101,144.925489,2.0,12410000.0,14102.0,house,2014.0,SC_082,2843,hospital_128,1615,S_025,1562,20037,844,ESSENDON,0,1
47 Carlton Street,1.0,2.0,-37.913251,145.036752,1.0,8580000.0,95839.0,house,2012.0,SC_046,2925,hospital_126,2076,S_107,842,19940,354,MCKINNON,36,0
9 Moama Street,1.0,2.0,-37.789944,144.848504,2.0,7500000.0,5910.0,house,2016.0,SC_043,1216,hospital_174,1958,S_149,1216,20021,1383,BRAYBROOK,25,0
40 Fisher Street,1.0,3.0,-37.778025,144.881382,0.0,9350000.0,2257.0,house,2012.0,SC_052,701,hospital_003,1721,S_049,875,20027,2521,MAIDSTONE,0,1
3 Lilac Mews,2.0,4.0,-37.70310974,144.8944244,2.0,3280000.0,16041.0,house,2008.0,SC_010,1388,hospital_184,4462,S_209,2624,20032,2013,GOWANBRAE,15,0
27 Poynton Avenue,3.0,4.0,-37.811143,145.216692,2.0,8547000.0,61664.0,house,2016.0,SC_032,1081,hospital_010,1988,S_040,1064,19901,928,RINGWOOD,42,0
55 Haines Street,1.0,2.0,-37.817678,145.041218,1.0,13390000.0,54613.0,house,2010.0,SC_083,584,hospital_086,924,S_208,566,19904,595,HAWTHORN,20,0
63 Ormond Road,1.0,3.0,-37.925034,145.111623,1.0,11448000.0,76947.0,house,2015.0,SC_087,4855,hospital_076,865,S_169,622,19915,783,CLAYTON,38,0
108 Wilson Street,1.0,2.0,-37.774409,144.955411,1.0,6525000.0,20364.0,house,2014.0,SC_011,3567,hospital_102,1130,S_138,644,19969,297,BRUNSWICK,20,0
13 Gordon Grove,2.0,3.0,-37.717335,145.136317,1.0,8512000.0,45810.0,house,2014.0,SC_051,5280,hospital_075,3006,S_194,1926,19987,1097,MONTMORENCY,44,0
22A Northcote Avenue,1.0,2.0,-37.817184,145.087237,1.0,9360000.0,49257.0,house,2015.0,SC_099,2688,hospital_117,2607,S_136,1922,19894,801,BALWYN,30,0
2 Cherry Court,2.0,3.0,-37.99551392,145.1650696,2.0,4940000.0,79835.0,house,2009.0,SC_057,788,hospital_096,561,S_079,702,19889,3018,KEYSBOROUGH,50,0
10 Evans Crescent,1.0,2.0,-37.71543,145.020257,1.0,3555000.0,33509.0,house,2013.0,SC_047,2721,hospital_139,1969,S_225,1292,20010,1178,RESERVOIR,32,0
160 Highett Street,2.0,3.0,-37.81594849,144.9990234,0.0,7785000.0,52454.0,house,2009.0,SC_068,2378,hospital_042,99,S_076,768,19978,677,RICHMOND,6,0
2/24 Deschamps Street,1.0,2.0,-37.753797,145.341079,1.0,3375000.0,67202.0,house,2014.0,SC_084,2437,hospital_151,1368,S_233,913,19876,614,LILYDALE,59,0
,,,,,,,,,,SC_001,0,hospital_001,0,S_001,0,15351,0,,50,0
16 Medway Crescent,1.0,2.0,-37.855146,145.274018,1.0,5964000.0,73029.0,house,2015.0,SC_049,5304,hospital_002,514,S_024,1179,19869,1085,BORONIA,3,0
10 Arthur Street,1.0,3.0,-37.699164,145.056625,1.0,6540000.0,39353.0,house,2011.0,SC_047,4958,hospital_037,295,S_155,163,19984,2729,BUNDOORA,33,0
169 Mary Street,1.0,2.0,-37.824809,145.001457,0.0,6930000.0,52465.0,house,2010.0,SC_038,1853,hospital_122,567,S_076,1770,19907,424,RICHMOND,6,0
32 Thomas Street,1.0,3.0,-37.817106,144.995986,0.0,7299000.0,53047.0,house,2010.0,SC_068,2124,hospital_171,82,S_076,836,19978,467,RICHMOND,6,0
70 Castlemaine Street,1.0,2.0,-37.814303,144.888644,0.0,9870000.0,3820.0,house,2013.0,SC_043,3313,hospital_056,2366,S_201,1719,19996,206,YARRAVILLE,15,0
40 Southernhay Street,1.0,2.0,-37.725347,145.010677,2.0,10350000.0,34922.0,house,2012.0,SC_103,1761,hospital_139,1408,S_085,1482,20011,774,RESERVOIR,29,0
9 Tudor Court,2.0,4.0,-37.858738,145.232794,0.0,4770000.0,71865.0,house,2011.0,SC_032,5130,hospital_179,1133,S_226,1414,19871,3540,WANTIRNA,0,1
16 Rimmer Street,2.0,3.0,-37.974779,145.059848,0.0,6768000.0,92033.0,house,2012.0,SC_003,2595,hospital_055,895,S_011,788,19865,916,MENTONE,38,0
228 Francis Street,1.0,3.0,-37.819814,144.879888,1.0,6525000.0,3135.0,house,2015.0,SC_033,3011,hospital_056,3021,S_201,2654,19996,987,YARRAVILLE,15,0
9 Simmons Drive,1.0,3.0,-37.861056,144.845029,3.0,8320000.0,5373.0,house,2010.0,SC_033,3830,hospital_141,4092,S_128,1530,19927,835,SEAHOLME,28,0
45 PEARSON CRESCENT,1.0,3.0,-37.658258,144.93113,2.0,5130000.0,19447.0,house,2010.0,SC_072,1146,hospital_104,1264,S_153,2360,44817,541,COOLAROO,0,1
286 Nicholson Street,1.0,2.0,-37.80823135,144.897934,0.0,3498000.0,779.0,house,2006.0,SC_011,3293,hospital_003,1942,S_201,833,19997,216,SEDDON,14,0
120 St Elmo Road,1.0,2.0,-37.75748825,145.0473175,1.0,9061000.0,38579.0,house,2009.0,SC_001,1258,hospital_046,1084,S_219,1295,19934,894,IVANHOE,25,0
33 Robert Street,1.0,4.0,-37.761341,145.085633,2.0,7836000.0,50171.0,house,2013.0,SC_009,731,hospital_004,2170,S_154,745,19935,2246,BULLEEN,26,0
12 Bleazby Avenue,2.0,3.0,-37.9134269,144.9992168,2.0,19500000.0,86044.0,house,2013.0,SC_046,4497,hospital_156,697,S_009,368,19951,319,BRIGHTON,22,0
14 Johnstone Street,1.0,3.0,-37.86966705,145.0347748,0.0,14240000.0,68811.0,house,2008.0,SC_023,1016,hospital_157,778,S_013,989,19944,613,MALVERN,19,0
10 Outlook Drive,1.0,3.0,-37.790754,145.133587,2.0,11310000.0,50714.0,house,2014.0,SC_091,783,hospital_194,2524,S_188,941,20042,3344,DONCASTER,31,0
5 Myamyn Street,3.0,4.0,-37.855223,145.027313,2.0,3550000.0,68564.0,house,2013.0,SC_038,2338,hospital_092,979,S_235,570,19945,715,ARMADALE,23,0
16 Anora Crescent,1.0,4.0,-37.92134476,145.1720429,1.0,7120000.0,77546.0,house,2009.0,SC_073,2076,hospital_161,4086,S_047,2038,19914,3485,MULGRAVE,41,0
10 Colchester Court,2.0,4.0,-37.986312,145.15526,2.0,6000000.0,79506.0,house,2009.0,SC_057,1738,hospital_096,1603,S_079,1686,19890,2851,KEYSBOROUGH,48,0
2 Hamilton Street,1.0,2.0,-37.896686,145.002188,1.0,15450000.0,86296.0,house,2010.0,SC_015,3643,hospital_013,968,S_151,1094,19953,173,BRIGHTON,19,0
2/2 Benbow Street,2.0,2.0,-37.822443,144.881054,1.0,6080000.0,3047.0,house,2013.0,SC_033,3052,hospital_056,3294,S_201,2838,19995,1008,YARRAVILLE,18,0
4/67 Mount View Parade,1.0,2.0,-37.785578,145.303392,1.0,6750000.0,64455.0,house,2011.0,SC_022,2335,hospital_164,4876,S_224,1942,19877,798,CROYDON,54,0
7 The Loop,3.0,4.0,-37.705616,144.9434509,2.0,5424000.0,17623.0,house,2008.0,SC_030,3039,hospital_139,4989,S_004,443,19961,1465,HADFIELD,35,0
17 Rusden Street,2.0,4.0,-37.887017,144.998223,3.0,21980000.0,86234.0,house,2016.0,SC_015,2555,hospital_116,991,S_193,683,19954,344,BRIGHTON,16,0
12 Gilmour Street,2.0,3.0,-37.852177,145.09862,1.0,9720000.0,56168.0,house,2015.0,SC_042,2870,hospital_089,703,S_112,1644,19849,1593,BURWOOD,26,0
1/100 Mount View Parade,2.0,4.0,-37.785821,145.298788,2.0,4960000.0,63223.0,house,2016.0,SC_022,2022,hospital_164,4516,S_181,1931,19877,1203,CROYDON,54,0
98 Primrose Street,1.0,3.0,-37.75512,144.928289,0.0,17030000.0,14912.0,house,2010.0,SC_082,3087,hospital_128,1669,S_025,1531,20037,1068,ESSENDON,0,1
2 Brixton Street,1.0,2.0,-37.78178406,144.9290314,1.0,4144000.0,10200.0,house,2009.0,SC_011,1136,hospital_007,917,S_086,608,20040,617,FLEMINGTON,0,1
17 Bowral Loop,2.0,4.0,-37.578591,144.933456,2.0,6749000.0,25616.0,house,2015.0,SC_005,1231,hospital_104,8108,S_178,1715,40221,2727,CRAIGIEBURN,0,1
32 Crana Grove,1.0,3.0,-37.685743,145.108811,2.0,8268000.0,44911.0,house,2016.0,SC_062,4312,hospital_075,2173,S_210,2009,19985,2027,GREENSBOROUGH,37,0
13 Kerang Avenue,1.0,3.0,-37.720042,145.026395,3.0,7520000.0,33769.0,house,2015.0,SC_047,2089,hospital_025,1516,S_225,579,20010,1743,RESERVOIR,32,0
11 Brittingham Court,2.0,4.0,-37.716927,145.064343,2.0,19680000.0,42773.0,house,2015.0,SC_047,3842,hospital_037,1798,S_155,2194,19983,1096,MACLEOD,30,0
4 Almurta Avenue,1.0,3.0,-37.658742,144.935444,0.0,3050000.0,19425.0,house,2010.0,SC_072,1466,hospital_104,1598,S_153,2473,44817,864,COOLAROO,0,1
4 Monaco Crescent,1.0,3.0,-37.973817,145.0451,2.0,12600000.0,91625.0,house,2010.0,SC_079,2770,hospital_055,918,S_011,1748,19866,1151,BEAUMARIS,36,0
3 Bank Street,1.0,2.0,-37.81603622,144.9983826,1.0,7440000.0,52933.0,house,2009.0,SC_068,2322,hospital_042,112,S_076,757,19978,623,RICHMOND,6,0
328 Upper Heidelberg Road,1.0,4.0,-37.7618866,145.0500183,2.0,16500000.0,38832.0,house,2009.0,SC_001,987,hospital_046,961,S_219,1017,19934,393,IVANHOE,25,0
12 Buckingham Court,1.0,3.0,-37.680695,145.028675,2.0,4642000.0,35857.0,house,2015.0,SC_062,5958,hospital_041,3248,S_228,1356,20007,1268,THOMASTOWN,38,0
15 Brack Court,2.0,4.0,-37.767783,145.331839,2.0,7000000.0,65786.0,house,2014.0,SC_084,1905,hospital_113,2120,S_168,1517,19876,1953,MOOROOLBARK,59,0
64 Wintersun Drive,1.0,3.0,-37.74753,144.764733,2.0,6035000.0,7605.0,house,2015.0,SC_048,2609,hospital_057,4611,S_070,857,20002,3122,ALBANVALE,33,0
12 Gordon Parade,2.0,3.0,-37.822808,144.882957,1.0,12325000.0,2758.0,house,2013.0,SC_033,3211,hospital_056,3315,S_201,2789,19995,910,YARRAVILLE,18,0
3 Peter Street,1.0,3.0,-37.960944,145.157198,1.0,8250000.0,78928.0,house,2016.0,SC_057,3810,hospital_124,2160,S_075,964,19891,698,SPRINGVALE,45,0
62 Scotsburn Avenue,1.0,3.0,-37.92447662,145.1080627,1.0,3960000.0,76944.0,house,2009.0,SC_087,4638,hospital_076,1139,S_169,941,19915,1095,CLAYTON,38,0
23 Empress Avenue,1.0,3.0,-37.805953,144.88248,1.0,8970000.0,2037.0,house,2012.0,SC_043,2296,hospital_056,1464,S_201,1483,20023,524,KINGSVILLE,19,0
51 Tassell Street,1.0,2.0,-37.70988464,144.9387512,1.0,3250000.0,17393.0,house,2008.0,SC_030,2699,hospital_184,4670,S_004,318,20033,1763,HADFIELD,59,0
15A Bowen Street,1.0,2.0,-37.902352,145.082175,2.0,6250000.0,75790.0,house,2012.0,SC_087,1551,hospital_166,2118,S_167,1551,19917,582,HUGHESDALE,33,0
6 Sterling Street,1.0,2.0,-37.776041,144.969212,1.0,12120000.0,21412.0,house,2015.0,SC_008,3986,hospital_024,1964,S_138,605,19969,930,BRUNSWICK,20,0
31 Uganda Street,1.0,3.0,-37.844085,145.106387,1.0,8030000.0,56587.0,house,2010.0,SC_037,3123,hospital_089,1833,S_097,2644,19895,2318,BURWOOD,30,0
8 Dodds Street,1.0,3.0,-37.96115112,145.1616516,1.0,2585000.0,79373.0,house,2006.0,SC_057,3661,hospital_124,1830,S_075,1227,19891,527,SPRINGVALE,45,0
3 Chichester Square,1.0,4.0,-37.850338,145.230358,1.0,4480000.0,71382.0,house,2013.0,SC_032,4186,hospital_179,267,S_226,2035,19871,2750,WANTIRNA,0,1
119 Langton Street,1.0,2.0,-37.693195,144.91375,3.0,8721000.0,18070.0,house,2016.0,SC_059,2596,hospital_104,4767,S_209,1687,20031,284,JACANA,0,1
3 Lambassa Grove,1.0,3.0,-37.698994,145.018285,1.0,3420000.0,34594.0,house,2012.0,SC_047,4528,hospital_139,2729,S_228,2922,20008,727,RESERVOIR,36,0
3 Tallawong Lane,3.0,4.0,-37.77187539,145.2476963,2.0,13545000.0,61743.0,house,2014.0,SC_022,4343,hospital_164,4054,S_157,2893,19878,3906,WARRANWOOD,50,0
21 Flynn Crescent,1.0,3.0,-37.658678,144.933254,2.0,4200000.0,19363.0,house,2011.0,SC_072,1313,hospital_104,1438,S_153,2390,44817,685,COOLAROO,0,1
15 Hibiscus Street,2.0,4.0,-37.840277,145.220262,2.0,13600000.0,71149.0,house,2015.0,SC_032,3154,hospital_008,1173,S_226,2958,19901,2469,WANTIRNA,42,0
14 Kenthurst Court,2.0,4.0,-37.767664,145.362709,2.0,11760000.0,67034.0,house,2015.0,SC_084,4421,hospital_113,941,S_081,1440,19876,1889,LILYDALE,59,0
34 Shakespeare Drive,2.0,3.0,-37.72434,144.776728,2.0,4060000.0,13015.0,house,2012.0,SC_107,2720,hospital_057,5220,S_222,2433,20001,1595,DELAHEY,36,0
2/79 Lusher Road,1.0,3.0,-37.806845,145.277849,1.0,5418000.0,63886.0,house,2012.0,SC_022,978,hospital_164,1960,S_055,871,19878,1292,CROYDON,50,0
18 Ames Avenue,2.0,4.0,-37.891561,145.06214,2.0,10620000.0,74690.0,house,2011.0,SC_041,817,hospital_108,2725,S_015,663,19919,484,CARNEGIE,29,0
9 Kevin Avenue,2.0,5.0,-37.811285,145.146286,2.0,20400000.0,58379.0,house,2015.0,SC_037,2269,hospital_154,2349,S_018,2243,19898,1031,BLACKBURN,36,0
33 Denman Street,2.0,3.0,-37.75679016,144.9541931,2.0,8925000.0,21070.0,house,2008.0,SC_030,2737,hospital_011,434,S_074,1536,19966,718,BRUNSWICK,26,0
9 Tibrockney Street,1.0,3.0,-37.954108,145.033291,1.0,5480000.0,89069.0,house,2014.0,SC_079,879,hospital_058,1512,S_069,879,19872,983,HIGHETT,39,0
16 Alexandra Avenue,2.0,4.0,-37.821636,145.07245,2.0,41310000.0,57062.0,house,2013.0,SC_099,1302,hospital_064,2565,S_113,1467,19892,604,CANTERBURY,26,0
16 Bertrand Court,2.0,3.0,-37.58931732,144.9410248,2.0,2295000.0,25542.0,house,2008.0,SC_110,990,hospital_104,7070,S_178,809,40221,1406,CRAIGIEBURN,0,1
14 Paul Crescent,3.0,4.0,-37.636111,145.030676,2.0,10010000.0,36855.0,house,2015.0,SC_062,5133,hospital_053,2127,S_196,1834,20005,1812,EPPING,42,0
22 Somerset Crescent,2.0,4.0,-37.79088593,145.27948,2.0,5192000.0,63964.0,house,2009.0,SC_022,966,hospital_164,2818,S_181,584,19878,516,CROYDON,50,0
84 Coventry Street,1.0,3.0,-37.829433,144.967758,1.0,15600000.0,79.0,house,2015.0,SC_101,927,hospital_135,626,S_016,921,19854,1240,SOUTHBANK,0,1
17 Ozone Avenue,2.0,3.0,-37.9766922,145.041153,3.0,13750000.0,91331.0,house,2009.0,SC_079,3067,hospital_055,1024,S_011,1944,19866,1622,BEAUMARIS,36,0
6 Cropley Court,1.0,3.0,-37.847035,145.110279,2.0,9660000.0,56805.0,house,2011.0,SC_037,3293,hospital_089,1829,S_097,2213,19849,2664,BURWOOD,26,0
14 Lennox Street,1.0,3.0,-37.771482,145.003282,1.0,10543000.0,29412.0,house,2014.0,SC_001,3411,hospital_035,1035,S_105,2272,20016,726,NORTHCOTE,20,0
32 Blair Street,1.0,3.0,-37.770338,144.964857,2.0,17120000.0,21044.0,house,2014.0,SC_030,4417,hospital_144,1659,S_074,431,19968,547,BRUNSWICK,21,0
14 Rennison Street,2.0,4.0,-37.99394608,145.0379486,2.0,15950000.0,91265.0,house,2008.0,SC_079,4995,hospital_055,1987,S_011,2552,19865,2740,BEAUMARIS,38,0
19 Berkley Road,2.0,3.0,-37.79101181,145.2518616,1.0,19500000.0,61432.0,house,2009.0,SC_022,2889,hospital_164,1893,S_157,745,19879,2337,RINGWOOD,46,0
50 Bickley Avenue,1.0,3.0,-37.680245,145.039696,0.0,6715000.0,36027.0,house,2015.0,SC_062,5138,hospital_041,2398,S_228,2166,20007,2239,THOMASTOWN,38,0
74 Elsie Street,2.0,3.0,-37.85669,145.295633,3.0,8250000.0,73976.0,house,2014.0,SC_049,4342,hospital_049,1312,S_146,1032,19869,1073,BORONIA,3,0
6 Marie Street,1.0,3.0,-37.987165,145.244501,2.0,6480000.0,82323.0,house,2016.0,SC_077,2033,hospital_119,2251,S_195,1575,19888,3066,DOVETON,53,0
12 Williams Road,1.0,3.0,-37.7293857,144.960949,2.0,5136000.0,21886.0,house,2012.0,SC_030,1010,hospital_084,2759,S_172,1417,19964,489,COBURG NORTH,30,0
22 Reid Street,1.0,3.0,-37.764837,145.00376,1.0,13804000.0,29722.0,house,2014.0,SC_103,2815,hospital_035,418,S_105,1532,20015,595,NORTHCOTE,21,0
